Code journal;Date;N° Pièce;Désignation;Montant Net;Montant Brut;Compte;Compte;Taxe;Expiration
VE;18012025;F25-00877;Facture PROMO SAS DEMIR SARREBOURG;3725.06;0;;7070000;;08022025
VE;18012025;F25-00877;Facture PROMO SAS DEMIR SARREBOURG;204.88;0;;4457151;;08022025
VE;18012025;F25-00878;Facture K40;0;113.73;411005205;4110000;;08022025
VE;18012025;F25-00878;Facture K40;107.8;0;;7070000;;08022025
VE;18012025;F25-00878;Facture K40;5.93;0;;4457151;;08022025
VE;18012025;F25-00879;Facture BAZAR D'ALEP;0;1017.53;411005209;4110000;;25012025
VE;18012025;F25-00879;Facture BAZAR D'ALEP;964.48;0;;7070000;;25012025
VE;18012025;F25-00879;Facture BAZAR D'ALEP;53.05;0;;4457151;;25012025
VE;18012025;F25-00880;Facture MIR ES;0;1081.39;411005210;4110000;;25012025
VE;18012025;F25-00880;Facture MIR ES;1025.01;0;;7070000;;25012025
VE;18012025;F25-00880;Facture MIR ES;56.38;0;;4457151;;25012025
VE;18012025;F25-00881;Facture 2HFCE - CHEZ DEDE;0;3560.83;411005213;4110000;;08022025
VE;18012025;F25-00881;Facture 2HFCE - CHEZ DEDE;3375.19;0;;7070000;;08022025
VE;18012025;F25-00881;Facture 2HFCE - CHEZ DEDE;185.64;0;;4457151;;08022025
VE;18012025;F25-00882;Facture BOUCHERIE LA ROZA;0;3522.1;411005216;4110000;;22012025
VE;18012025;F25-00882;Facture BOUCHERIE LA ROZA;3338.48;0;;7070000;;22012025
VE;18012025;F25-00882;Facture BOUCHERIE LA ROZA;183.62;0;;4457151;;22012025
VE;18012025;F25-00883;Facture SAS IMENE BOUCHERIE;0;2129.48;411005217;4110000;;28042025
VE;18012025;F25-00883;Facture SAS IMENE BOUCHERIE;2018.46;0;;7070000;;28042025
VE;18012025;F25-00883;Facture SAS IMENE BOUCHERIE;111.02;0;;4457151;;28042025
VE;18012025;F25-00884;Facture FLORI COOK;0;499.33;411005219;4110000;;18012025
VE;18012025;F25-00884;Facture FLORI COOK;473.3;0;;7070000;;18012025
VE;18012025;F25-00884;Facture FLORI COOK;26.03;0;;4457151;;18012025
VE;18012025;F25-00885;Facture DJERBA;0;663.91;411005225;4110000;;28042025
VE;18012025;F25-00885;Facture DJERBA;629.3;0;;7070000;;28042025
VE;18012025;F25-00885;Facture DJERBA;34.61;0;;4457151;;28042025
VE;18012025;F25-00886;Facture RAMEN YUHA;0;364.29;411005226;4110000;;18012025
VE;18012025;F25-00886;Facture RAMEN YUHA;345.3;0;;7070000;;18012025
VE;18012025;F25-00886;Facture RAMEN YUHA;18.99;0;;4457151;;18012025
VE;18012025;F25-00887;Facture SUPER U DAMBERG SAS;0;538.05;411005227;4110000;;08022025
VE;18012025;F25-00887;Facture SUPER U DAMBERG SAS;510;0;;7070000;;08022025
VE;18012025;F25-00887;Facture SUPER U DAMBERG SAS;28.05;0;;4457151;;08022025
VE;18012025;F25-00888;Facture EURO TAIBETTE;0;873.92;411005228;4110000;;25012025
VE;18012025;F25-00888;Facture EURO TAIBETTE;756.7;0;;7070000;;25012025
VE;18012025;F25-00888;Facture EURO TAIBETTE;63;0;;7071000;;25012025
VE;18012025;F25-00888;Facture EURO TAIBETTE;41.62;0;;4457151;;25012025
VE;18012025;F25-00888;Facture EURO TAIBETTE;12.6;0;;4457360;;25012025
VE;18012025;F25-00889;Facture ARTUK;0;1639.08;411005230;4110000;;02022025
VE;18012025;F25-00889;Facture ARTUK;1553.63;0;;7070000;;02022025
VE;18012025;F25-00889;Facture ARTUK;85.45;0;;4457151;;02022025
VE;18012025;F25-00890;Facture EURO MARKET;0;1657.55;411005231;4110000;;08022025
VE;18012025;F25-00890;Facture EURO MARKET;1571.14;0;;7070000;;08022025
VE;18012025;F25-00890;Facture EURO MARKET;86.41;0;;4457151;;08022025
VE;18012025;F25-00891;Facture L'AUTHENTIK;0;485.09;411005232;4110000;;28042025
VE;18012025;F25-00891;Facture L'AUTHENTIK;459.8;0;;7070000;;28042025
VE;18012025;F25-00891;Facture L'AUTHENTIK;25.29;0;;4457151;;28042025
VE;18012025;F25-00892;Facture VEUMAX MULHOUSE;0;3071.95;411005233;4110000;;30012025
VE;18012025;F25-00892;Facture VEUMAX MULHOUSE;2911.8;0;;7070000;;30012025
VE;18012025;F25-00892;Facture VEUMAX MULHOUSE;160.15;0;;4457151;;30012025
VE;18012025;F25-00893;Facture LE BON GOUT;0;356.59;411005236;4110000;;08022025
VE;18012025;F25-00893;Facture LE BON GOUT;338;0;;7070000;;08022025
VE;18012025;F25-00893;Facture LE BON GOUT;18.59;0;;4457151;;08022025
VE;18012025;F25-00894;Facture GULLU SUPERMARCHE;0;2113.6;411005237;4110000;;08022025
VE;18012025;F25-00894;Facture GULLU SUPERMARCHE;2003.41;0;;7070000;;08022025
VE;18012025;F25-00894;Facture GULLU SUPERMARCHE;110.19;0;;4457151;;08022025
VE;18012025;F25-00895;Facture L'ART DE LA VIANDE;0;491.61;411005245;4110000;;08022025
VE;18012025;F25-00895;Facture L'ART DE LA VIANDE;465.98;0;;7070000;;08022025
VE;18012025;F25-00895;Facture L'ART DE LA VIANDE;25.63;0;;4457151;;08022025
VE;18012025;F25-00896;Facture ALSACE TUNA MARKET SAVERNE;0;2962.78;411005248;4110000;;08022025
VE;18012025;F25-00896;Facture ALSACE TUNA MARKET SAVERNE;2808.32;0;;7070000;;08022025
VE;18012025;F25-00896;Facture ALSACE TUNA MARKET SAVERNE;154.46;0;;4457151;;08022025
VE;18012025;F25-00897;Facture SULTAN GRILL;0;567.32;411005249;4110000;;01022025
VE;18012025;F25-00897;Facture SULTAN GRILL;537.74;0;;7070000;;01022025
VE;18012025;F25-00897;Facture SULTAN GRILL;29.58;0;;4457151;;01022025
VE;18012025;F25-00898;Facture AUX NOTES DE GOURMANDISE;0;142.64;411005256;4110000;;18012025
VE;18012025;F25-00898;Facture AUX NOTES DE GOURMANDISE;135.2;0;;7070000;;18012025
VE;18012025;F25-00898;Facture AUX NOTES DE GOURMANDISE;7.44;0;;4457151;;18012025
VE;18012025;F25-00899;Facture LA ROTISSERIE;0;564.95;411005257;4110000;;18012025
VE;18012025;F25-00899;Facture LA ROTISSERIE;535.5;0;;7070000;;18012025
VE;18012025;F25-00899;Facture LA ROTISSERIE;29.45;0;;4457151;;18012025
VE;18012025;F25-00900;Facture 2LS - PROMOCASH;0;48.42;411005263;4110000;;25012025
VE;18012025;F25-00900;Facture 2LS - PROMOCASH;45.9;0;;7070000;;25012025
VE;18012025;F25-00900;Facture 2LS - PROMOCASH;2.52;0;;4457151;;25012025
VE;18012025;F25-00901;Facture ZEFU - ASAN MARKET;0;1203.84;411005264;4110000;;06022025
VE;18012025;F25-00901;Facture ZEFU - ASAN MARKET;1141.08;0;;7070000;;06022025
VE;18012025;F25-00901;Facture ZEFU - ASAN MARKET;62.76;0;;4457151;;06022025
VE;18012025;F25-00902;Facture SUPERMARCHE DE CHAVELOT;0;3994.1;411005273;4110000;;08022025
VE;18012025;F25-00902;Facture SUPERMARCHE DE CHAVELOT;3785.88;0;;7070000;;08022025
VE;18012025;F25-00902;Facture SUPERMARCHE DE CHAVELOT;208.22;0;;4457151;;08022025
VE;18012025;F25-00903;Facture DOGUS MARKET KEHL;0;7025.96;411005278;4110000;;17022025
VE;18012025;F25-00903;Facture DOGUS MARKET KEHL;7025.96;0;;7079120;;17022025
VE;18012025;F25-00904;Facture EVINE MARKET;0;1032.68;411005280;4110000;;01022025
VE;18012025;F25-00904;Facture EVINE MARKET;978.84;0;;7070000;;01022025
VE;18012025;F25-00904;Facture EVINE MARKET;53.84;0;;4457151;;01022025
VE;18012025;F25-00905;Facture IMHOTEP - U EXPRESS;0;488.68;411005281;4110000;;08022025
VE;18012025;F25-00905;Facture IMHOTEP - U EXPRESS;463.2;0;;7070000;;08022025
VE;18012025;F25-00905;Facture IMHOTEP - U EXPRESS;25.48;0;;4457151;;08022025
VE;18012025;F25-00906;Facture AU MARCHE DU FRAIS;0;2694.06;411005289;4110000;;08022025
VE;18012025;F25-00906;Facture AU MARCHE DU FRAIS;2553.61;0;;7070000;;08022025
VE;18012025;F25-00906;Facture AU MARCHE DU FRAIS;140.45;0;;4457151;;08022025
VE;18012025;F25-00907;Facture MARHABA;0;943.26;411005294;4110000;;08022025
VE;18012025;F25-00907;Facture MARHABA;894.09;0;;7070000;;08022025
VE;18012025;F25-00907;Facture MARHABA;49.17;0;;4457151;;08022025
VE;18012025;F25-00908;Facture SAS M KLEBER;0;487.2;411005298;4110000;;08022025
VE;18012025;F25-00908;Facture SAS M KLEBER;461.8;0;;7070000;;08022025
VE;18012025;F25-00908;Facture SAS M KLEBER;25.4;0;;4457151;;08022025
VE;18012025;F25-00909;Facture BIZIM KASAP METZGEREI;0;2833.7;411005302;4110000;;19012025
VE;18012025;F25-00909;Facture BIZIM KASAP METZGEREI;2833.7;0;;7079120;;19012025
VE;18012025;F25-00910;Facture ROYAL FRAIS;0;3797.34;411005303;4110000;;08022025
VE;18012025;F25-00910;Facture ROYAL FRAIS;3599.37;0;;7070000;;08022025
VE;18012025;F25-00910;Facture ROYAL FRAIS;197.97;0;;4457151;;08022025
VE;18012025;F25-00911;Facture PRO-FRAIS SAS;0;2768.44;411005304;4110000;;25012025
VE;18012025;F25-00911;Facture PRO-FRAIS SAS;2624.11;0;;7070000;;25012025
VE;18012025;F25-00911;Facture PRO-FRAIS SAS;144.33;0;;4457151;;25012025
VE;18012025;F25-00912;Facture MWD;0;1447.99;411005308;4110000;;18012025
VE;18012025;F25-00912;Facture MWD;1372.5;0;;7070000;;18012025
VE;18012025;F25-00912;Facture MWD;75.49;0;;4457151;;18012025
VE;18012025;F25-00913;Facture AU PETIT PLAISIR;0;1025.2;411005309;4110000;;18012025
VE;18012025;F25-00913;Facture AU PETIT PLAISIR;971.75;0;;7070000;;18012025
VE;18012025;F25-00913;Facture AU PETIT PLAISIR;53.45;0;;4457151;;18012025
VE;18012025;F25-00914;Facture EMIN;0;195.28;411005312;4110000;;18012025
VE;18012025;F25-00914;Facture EMIN;185.1;0;;7070000;;18012025
VE;18012025;F25-00914;Facture EMIN;10.18;0;;4457151;;18012025
VE;18012025;F25-00915;Facture YELLY'S SUPERMARCHE;0;1264.55;411005313;4110000;;25012025
VE;18012025;F25-00915;Facture YELLY'S SUPERMARCHE;1198.63;0;;7070000;;25012025
VE;18012025;F25-00915;Facture YELLY'S SUPERMARCHE;65.92;0;;4457151;;25012025
VE;18012025;F25-00916;Facture MARK'ET EXPRESS;0;1738.07;411005316;4110000;;18012025
VE;18012025;F25-00916;Facture MARK'ET EXPRESS;1647.46;0;;7070000;;18012025
VE;18012025;F25-00916;Facture MARK'ET EXPRESS;90.61;0;;4457151;;18012025
VE;18012025;F25-00917;Facture O' BOUCHER THANN;0;888.4;411005324;4110000;;18012025
VE;18012025;F25-00917;Facture O' BOUCHER THANN;842.09;0;;7070000;;18012025
VE;18012025;F25-00917;Facture O' BOUCHER THANN;46.31;0;;4457151;;18012025
VE;18012025;F25-00918;Facture M FUTURA;0;210.28;411005327;4110000;;08022025
VE;18012025;F25-00918;Facture M FUTURA;199.32;0;;7070000;;08022025
VE;18012025;F25-00918;Facture M FUTURA;10.96;0;;4457151;;08022025
VE;18012025;F25-00919;Facture BOUCHERIE MABROUK;0;1228.29;411005331;4110000;;25012025
VE;18012025;F25-00919;Facture BOUCHERIE MABROUK;1164.26;0;;7070000;;25012025
VE;18012025;F25-00919;Facture BOUCHERIE MABROUK;64.03;0;;4457151;;25012025
VE;18012025;F25-00920;Facture TUNA SUPERMARCHE;0;5644.25;411005335;4110000;;08022025
VE;18012025;F25-00920;Facture TUNA SUPERMARCHE;5350;0;;7070000;;08022025
VE;18012025;F25-00920;Facture TUNA SUPERMARCHE;294.25;0;;4457151;;08022025
VE;18012025;F25-00921;Facture JULIA;0;363.98;411005336;4110000;;18012025
VE;18012025;F25-00921;Facture JULIA;345;0;;7070000;;18012025
VE;18012025;F25-00921;Facture JULIA;18.98;0;;4457151;;18012025
VE;18012025;F25-00922;Facture VOSGES MARKET 2;0;3412.99;411005339;4110000;;25012025
VE;18012025;F25-00922;Facture VOSGES MARKET 2;3235.06;0;;7070000;;25012025
VE;18012025;F25-00922;Facture VOSGES MARKET 2;177.93;0;;4457151;;25012025
VE;18012025;F25-00923;Facture SARL VAUBAN;0;968.74;411005340;4110000;;08022025
VE;18012025;F25-00923;Facture SARL VAUBAN;918.24;0;;7070000;;08022025
VE;18012025;F25-00923;Facture SARL VAUBAN;50.5;0;;4457151;;08022025
VE;18012025;F25-00924;Facture PROMOCASH STRASBOURG;0;2558.9;411005344;4110000;;08022025
VE;18012025;F25-00924;Facture PROMOCASH STRASBOURG;2425.5;0;;7070000;;08022025
VE;18012025;F25-00924;Facture PROMOCASH STRASBOURG;133.4;0;;4457151;;08022025
VE;18012025;F25-00925;Facture TEKIN MAHMUT (LE TURQUOISE);0;127.22;411005347;4110000;;08022025
VE;18012025;F25-00925;Facture TEKIN MAHMUT (LE TURQUOISE);120.59;0;;7070000;;08022025
VE;18012025;F25-00925;Facture TEKIN MAHMUT (LE TURQUOISE);6.63;0;;4457151;;08022025
VE;18012025;F25-00926;Facture M ET N ( SAKURA );0;184.63;411005350;4110000;;08022025
VE;18012025;F25-00926;Facture M ET N ( SAKURA );175;0;;7070000;;08022025
VE;18012025;F25-00926;Facture M ET N ( SAKURA );9.63;0;;4457151;;08022025
VE;18012025;F25-00927;Facture PROWY DISTRIBUTION;0;5017.12;411005352;4110000;;08022025
VE;18012025;F25-00927;Facture PROWY DISTRIBUTION;4755.56;0;;7070000;;08022025
VE;18012025;F25-00927;Facture PROWY DISTRIBUTION;261.56;0;;4457151;;08022025
VE;18012025;F25-00928;Facture BEREKET MARKET;0;2543.07;411005353;4110000;;08022025
VE;18012025;F25-00928;Facture BEREKET MARKET;2543.07;0;;7079120;;08022025
VE;18012025;F25-00929;Facture SAS OZKA;0;5396.57;411005357;4110000;;05022025
VE;18012025;F25-00929;Facture SAS OZKA;5115.23;0;;7070000;;05022025
VE;18012025;F25-00929;Facture SAS OZKA;281.34;0;;4457151;;05022025
VE;18012025;F25-00930;Facture LES 3 BROCHES;0;369.75;411005359;4110000;;18012025
VE;18012025;F25-00930;Facture LES 3 BROCHES;350.47;0;;7070000;;18012025
VE;18012025;F25-00930;Facture LES 3 BROCHES;19.28;0;;4457151;;18012025
VE;18012025;F25-00931;Facture CIFCI DEUTSCHLAND GMBH;0;14720.07;411005361;4110000;;02022025
VE;18012025;F25-00931;Facture CIFCI DEUTSCHLAND GMBH;14720.07;0;;7079120;;02022025
VE;18012025;F25-00932;Facture BOUCHERIE DU COIN;0;1204.03;411005363;4110000;;08022025
VE;18012025;F25-00932;Facture BOUCHERIE DU COIN;1141.26;0;;7070000;;08022025
VE;18012025;F25-00932;Facture BOUCHERIE DU COIN;62.77;0;;4457151;;08022025
VE;18012025;F25-00933;Facture H.D. DISTRIBUTION;0;1579.87;411005367;4110000;;08022025
VE;18012025;F25-00933;Facture H.D. DISTRIBUTION;1497.51;0;;7070000;;08022025
VE;18012025;F25-00933;Facture H.D. DISTRIBUTION;82.36;0;;4457151;;08022025
VE;18012025;F25-00934;Facture SH3;0;2964.55;411005378;4110000;;08022025
VE;18012025;F25-00934;Facture SH3;2810;0;;7070000;;08022025
VE;18012025;F25-00934;Facture SH3;154.55;0;;4457151;;08022025
VE;18012025;F25-00935;Facture CHERIF MOHAMED;0;250.35;411005382;4110000;;08022025
VE;18012025;F25-00935;Facture CHERIF MOHAMED;237.3;0;;7070000;;08022025
VE;18012025;F25-00935;Facture CHERIF MOHAMED;13.05;0;;4457151;;08022025
VE;18012025;F25-00936;Facture AU MARCHE FRAIS;0;2659.47;411005390;4110000;;15022025
VE;18012025;F25-00936;Facture AU MARCHE FRAIS;2520.82;0;;7070000;;15022025
VE;18012025;F25-00936;Facture AU MARCHE FRAIS;138.65;0;;4457151;;15022025
VE;18012025;F25-00937;Facture 4 CLEM;0;122.17;411005400;4110000;;08022025
VE;18012025;F25-00937;Facture 4 CLEM;115.8;0;;7070000;;08022025
VE;18012025;F25-00937;Facture 4 CLEM;6.37;0;;4457151;;08022025
VE;18012025;F25-00938;Facture CEM DISTRIBUTION;0;2316.78;411005407;4110000;;25012025
VE;18012025;F25-00938;Facture CEM DISTRIBUTION;2196;0;;7070000;;25012025
VE;18012025;F25-00938;Facture CEM DISTRIBUTION;120.78;0;;4457151;;25012025
VE;18012025;F25-00939;Facture AC PRIZRERI;0;174.08;411005415;4110000;;08022025
VE;18012025;F25-00939;Facture AC PRIZRERI;165;0;;7070000;;08022025
VE;18012025;F25-00939;Facture AC PRIZRERI;9.08;0;;4457151;;08022025
VE;18012025;F25-00940;Facture MKNZ;0;692.87;411005418;4110000;;08022025
VE;18012025;F25-00940;Facture MKNZ;656.75;0;;7070000;;08022025
VE;18012025;F25-00940;Facture MKNZ;36.12;0;;4457151;;08022025
VE;18012025;F25-00941;Facture STOCKHAL DISTRIBUTION;0;1137.29;411005419;4110000;;18012025
VE;18012025;F25-00941;Facture STOCKHAL DISTRIBUTION;1078;0;;7070000;;18012025
VE;18012025;F25-00941;Facture STOCKHAL DISTRIBUTION;59.29;0;;4457151;;18012025
VE;20012025;F25-00696;Facture PALAIS DES 4S;0;10;411005282;4110000;;20012025
VE;20012025;F25-00696;Facture PALAIS DES 4S;10;0;;7087000;;20012025
